Title,Link,Authors,Year,Cited,SDGs
eksistensi lembaga nilai ada tanah,https://scholar.google.com/scholar?q=+intitle:'eksistensi lembaga penilai dalam pengadaan tanah',fx sumarja,2019,0,SDG 15: Ekosistem Daratan
tanggungjawab perintah didik program profesi advokat,https://scholar.google.com/scholar?q=+intitle:'tanggungjawab pemerintah dalam pendidikan program profesi advokat',fx sumarja,2019,0,SDG 4: Pendidikan Berkualitas
tata akses reform kaji historis,https://scholar.google.com/scholar?q=+intitle:'penataan akses reform: sebuah kajian historis',fx sumarja,2019,0,SDG 4: Pendidikan Berkualitas
the fact of interregional cooperation on environmental law in lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'the fact of inter-regional cooperation on environmental law in lampung, indonesia'",m akib fx sumarja sb yuwono h soerjatisnanta,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
gapai tanah harap buku tranformasi bijak agraria transmigrasi indonesia,"https://scholar.google.com/scholar?q=+intitle:'menggapai tanah harapan, dalam buku"" tranformasi kebijakan agraria dan transmigrasi di indonesia""'",fx sumarja h hartoyo b bartoven vivit nurdin yr fitriana w sudarma,2019,0,SDG 15: Ekosistem Daratan
ada tanah skala penting,https://scholar.google.com/scholar?q=+intitle:'pengadaan tanah skala kecil untuk kepentingan umum',fx sumarja,2019,0,SDG 15: Ekosistem Daratan
paduserasi bangun mukim rumah zona kawasan untuk industri kabupaten lampung selatan,https://scholar.google.com/scholar?q=+intitle:'paduserasi pembangunan pemukiman (perumahan) pada zona kawasan peruntukan industri di kabupaten lampung selatan',fx sumarja,2019,0,SDG 2: Tanpa Kelaparan
maladministration of land dispute resolution services bureaucratic developmentmodel of the lampung provincial national land agency,https://scholar.google.com/scholar?q=+intitle:'maladministration of land dispute resolution services: bureaucratic developmentmodel of the lampung provincial national land agency',t hs fx sumarja,2019,0,SDG 14: Ekosistem Laut
restrukturisasi organisasi perangkat daerah kabupaten sleman yogyakarta kait urus tata ruang,https://scholar.google.com/scholar?q=+intitle:'restrukturisasi organisasi perangkat daerah di kabupaten sleman yogyakarta terkait urusan tata ruang',w pradipta fx sumarja,2019,0,SDG 14: Ekosistem Laut
the existence of appraisal agencies in land acquisition,https://scholar.google.com/scholar?q=+intitle:'the existence of appraisal agencies in land acquisition.',fx sumarja,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
compensation pattern of land acquisition for public interest and its implication,https://scholar.google.com/scholar?q=+intitle:'compensation pattern of land acquisition for public interest and its implication',m akib hs tisnanta fx sumarja th anugerah,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
mikoriza indiginous area kontaminasi logam cr cu,https://scholar.google.com/scholar?q=+intitle:'mikoriza indiginous di area yang terkontaminasi logam cr dan cu',ma akib a nuddin r prayudyaningsih,2019,0,SDG 15: Ekosistem Daratan
isolation and identification of native mikoriza morphology on the rhizosphere gluta rengas l in jompie botanical garden,https://scholar.google.com/scholar?q=+intitle:'isolation and identification of native mikoriza morphology on the rhizosphere gluta rengas l. in jompie botanical garden',m ilham aa malik m akib,2019,0,SDG 2: Tanpa Kelaparan
etika tetangga didik akhlak dasar alquran,https://scholar.google.com/scholar?q=+intitle:'etika bertetangga dalam pendidikan akhlak berdasarkan al-quran',l lismayana m akib,2019,0,SDG 4: Pendidikan Berkualitas
institutional and cultural approaches for strengthening human right cities and sdg s at the village level,https://scholar.google.com/scholar?q=+intitle:'institutional and cultural approaches for strengthening human right cities and sdg’s at the village level',t hs rn rudi natamiharja,2019,0,SDG 11: Kota dan Permukiman yang Berkelanjutan
identifying the dynamic of adoption challenges and potential of human right city and sdgs in east lampung district,"https://scholar.google.com/scholar?q=+intitle:'identifying the dynamic of adoption, challenges, and potential of human right city and sdgs in east lampung district'",hs tisnanta rn rudi natamiharja u unang mulkan f fuad abdulgani,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
tanggung sosial usah kaji filosofis buku jalan sunyi sang guru,https://scholar.google.com/scholar?q=+intitle:'tanggung jawab sosial perusahan sebuah kajian filosofis dalam buku jalan sunyi sang guru',hs tisnanta,2019,0,SDG 4: Pendidikan Berkualitas
identifying the dynamic of adoption challenges and potential of human rights city and sdgs in east lampung regency of indonesia,"https://scholar.google.com/scholar?q=+intitle:'identifying the dynamic of adoption, challenges, and potential of human rights city and sdgs in east lampung regency of indonesia'",hs tisnanta u mulkhan r natamihardja f abdulgani,2019,0,SDG 2: Tanpa Kelaparan
nickelcobalt extraction process from lowgrade laterite ores using cyanex 272 and versatic acid 10,https://scholar.google.com/scholar?q=+intitle:'nickel-cobalt extraction process from low-grade laterite ores using cyanex 272 and versatic acid 10',s sudibyo l hermida,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
reusability study of sulfated zirconia functionalized sba15 catalyst for biolubricant oil production from oleic acid,https://scholar.google.com/scholar?q=+intitle:'reusability study of sulfated zirconia functionalized sba-15 catalyst for biolubricant oil production from oleic acid',fr rangganita l hermida a angraeni d khoirunnisa,2019,0,SDG 7: Energi Bersih dan Terjangkau
relating climate variabilities on baseflow index in way kampung river at kunyir station,https://scholar.google.com/scholar?q=+intitle:'relating climate variabilities on baseflow index in way sekampung river at kunyir station',b ratnasari kusumastuti ep wahono,2019,0,SDG 4: Pendidikan Berkualitas
daya surveyor tugas pintu air irigasi kalibrasi pintu air irigasi,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan surveyor dan petugas pintu air irigasi dalam melakukan kalibrasi pintu air irigasi',d jokowinarno kusumastuti,2019,0,SDG 15: Ekosistem Daratan
base flow index of way putih river at buyut udik,https://scholar.google.com/scholar?q=+intitle:'base flow index of way seputih river at buyut udik',ep yusuf adenan kusumastuti dyah indriana wahono,2019,0,SDG 4: Pendidikan Berkualitas
pengaruh interval data curah hujan analisis intensitas durasi frekuensi provinsi lampung mardiyansyah ahmad zakaria 2,https://scholar.google.com/scholar?q=+intitle:'pengaruh interval waktu data curah hujan dalam analisis intensitas durasi frekuensi di provinsi lampung mardiyansyah ahmad zakaria 2',k dyah indriana,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
karakteristik pantul bias gelombang elektromagnetik terpolarisasis bidang batas kiri bahan antiferomagnetik fef2 konfigurasi faraday,https://scholar.google.com/scholar?q=+intitle:'karakteristik pemantulan dan pembiasan gelombang elektromagnetik terpolarisasi-s pada bidang batas kiri dan bawah bahan antiferomagnetik fef2 menggunakan konfigurasi faraday',a naafi ah,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
dapat pola konsumsi rumah tangga tani tahura wan abdul rachman desa wiyono camat gedong tata income and consumption patterns of farmers household …,https://scholar.google.com/scholar?q=+intitle:'pendapatan dan pola konsumsi rumah tangga petani sekitar tahura wan abdul rachman di desa wiyono kecamatan gedong tataan (income and consumption patterns of farmers’ household …',pa bella z abidin s widjaya,2019,0,SDG 2: Tanpa Kelaparan
hasil reviewthe climate change adoption strategy for sustainability and food security of cassava farming households in lampung indonesia,https://scholar.google.com/scholar?q=+intitle:'hasil review_the climate change adoption strategy for sustainability and food security of cassava farming households in lampung indonesia',k murniati s wijaya ra rabiatul adawiyah i listiana,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
hasil korespondensi climate change adaption strategy for sustainability and food security of cassava farming households in lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'(hasil korespondensi) climate change adaption strategy for sustainability and food security of cassava farming households in lampung, indonesia'",k murniati s widjaya ra rabiatul adawiyah i listiana,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
korespondensi climate change adaptation strategy for sustainability and ko food security of cassava farming households in lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'korespondensi: climate change adaptation strategy for sustainability and ko food security of cassava farming households in lampung, indonesia'",k murniati s widjaya r adawiyah i listiana,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
hasil peer reviewthe climate change adaptation strategy for sustainability and food security of cassava farming household in lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'hasil peer review-the climate change adaptation strategy for sustainability and food security of cassava farming household in lampung, indonesia.'",k murniati s wijaya r adawiyah i listiana,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
pengaruh aplikasi pupuk hayati mantap agregat tanah produksi tanam tomat lycopersicum esculentum mill bukit kemiling permai …,https://scholar.google.com/scholar?q=+intitle:'pengaruh aplikasi pupuk hayati terhadap kemantapan agregat tanah dan produksi tanaman tomat (<i>lycopersicum esculentum</i> mill.) di bukit  kemiling permai …',f ahmad k hendarto s yusnaini,2019,0,SDG 2: Tanpa Kelaparan
bintil akar serap n produksi tanam kacang hijau vigna radiata l akibat residu pupu n sistem olah tanah jangka …,"https://scholar.google.com/scholar?q=+intitle:'jumlah bintil akar, serapan n dan produksi tanaman kacang hijau (<i>vigna radiata</i> l.) akibat residu pemupukan n dan sistem olah tanah  jangka panjang …'",n senatama a niswati s yusnaini m utomo,2019,0,SDG 2: Tanpa Kelaparan
pengaruh dosis batu fosfat alam bfa diasidulasi limbah cair tumbuh produksi tanam kedelai glycine max l,https://scholar.google.com/scholar?q=+intitle:'pengaruh dosis batuan fosfat alam (bfa) yang telah diasidulasi dengan limbah cair tahu terhadap pertumbuhan dan produksi tanaman kedelai (glycine max l.)',s sunyoto g rahmadita s yusnaini kf hidayat,2019,0,SDG 2: Tanpa Kelaparan
pengaruh aplikasi pupuk hayati mantap agregat tanah produksi tanam tomat lycopersicum esculentum mill bukit kemiling permai bandar lampung,"https://scholar.google.com/scholar?q=+intitle:'pengaruh aplikasi pupuk hayati terhadap kemantapan agregat tanah dan produksi tanaman tomat (lycopersicum esculentum mill.) di bukit kemiling permai, bandar lampung'",f ahmad,2019,0,SDG 2: Tanpa Kelaparan
deteksi moda interarea oscillation estimasi damping ratio metode complex morlet cwt studi sistem interkoneksi jawa bal,https://scholar.google.com/scholar?q=+intitle:'deteksi moda interarea oscillation dan estimasi damping ratio dengan metode complex morlet cwt studi kasus sistem interkoneksi jawa bali',r kurniawan,2019,0,SDG 13: Penanganan Perubahan Iklim
banding sejahtera tani kelapa sawit mandiri mitra provinsi lampung,https://scholar.google.com/scholar?q=+intitle:'perbandingan kesejahteraan petani kelapa sawit mandiri dan mitra di provinsi lampung',dah lestari rh ismono fe prasmatiwi d rahmalia f fitriani,2019,0,SDG 1: Tanpa Kemiskinan; SDG 2: Tanpa Kelaparan
kesiap tani kerja remaja kelapa sawit rakyat provinsi lampung,https://scholar.google.com/scholar?q=+intitle:'kesiapan petani dan kinerja peremajaan kelapa sawit rakyat di provinsi lampung',rh ismono dah lestari fe prasmatiwi d rahmalia f fitriani,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
kesiap tani kelapa sawit hadap sertifikasi ispo indonesia sustainable palm oil kebun sawit rakyat propinsi lampung,https://scholar.google.com/scholar?q=+intitle:'kesiapan petani kelapa sawit menghadapi sertifikasi ispo (indonesia sustainable palm oil): kasus perkebunan sawit rakyat di propinsi lampung',f fitriani rh ismono f prasmatiwi erry dah lestari d rahmalia,2019,0,SDG 2: Tanpa Kelaparan
struktur dapat tani kelapa sawit rakyat pasuk remaja provinsi lampung,https://scholar.google.com/scholar?q=+intitle:'struktur pendapatan petani kelapa sawit rakyat memasuki masa peremajaan di provinsi lampung',fe prasmatiwi rh ismono dah lestari d rahmalia f fitriani,2019,0,SDG 1: Tanpa Kemiskinan; SDG 2: Tanpa Kelaparan
efficacy of methyl metsulfuron herbicide against weeds on oil palm lands elaeis guineensis jacq producing plants,https://scholar.google.com/scholar?q=+intitle:'efficacy of methyl metsulfuron herbicide against weeds on oil palm lands (elaeis guineensis jacq.) producing plants',dee saputra drj sembodo r evizal n sriyani,2019,0,SDG 7: Energi Bersih dan Terjangkau
masculinization of redclawcrayfish and nile tilapia by immersion using combination of steroid extract of sea cucumber and honey bee,https://scholar.google.com/scholar?q=+intitle:'masculinization of redclawcrayfish and nile tilapia by immersion using combination of steroid extract of sea cucumber and honey bee',gn susanto w widianto i istiqomah,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh kompos jerami padi kcl hasil benih viabilitas benih vigor kecambah padi oryza sativa l cv bestari,"https://scholar.google.com/scholar?q=+intitle:'pengaruh kompos jerami padi dan kcl pada hasil benih, viabilitas benih dan vigor kecambah padi (oryza sativa l. cv. bestari)'",e pramono,2019,0,SDG 2: Tanpa Kelaparan
viability of soybean seeds glycine max l merr varieties argomulyo and dena1 due to the exposed on saturated steam or stored at low temperatures,https://scholar.google.com/scholar?q=+intitle:'viability of soybean seeds (glycine max [l.] merr.) varieties argomulyo and dena-1 due to the exposed on saturated steam or stored at low temperatures',o hilleri e pramono m kamal a agustiansyah,2019,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
kaji viabilitas benih sorgum sorghum bicolor l moench varietas numbu upcas2 akibat usang cepat periode simpan alami,https://scholar.google.com/scholar?q=+intitle:'kajian viabilitas benih sorgum (sorghum bicolor [l] moench.) varietas numbu dan upca-s2 akibat pengusangan cepat maupun periode simpan alami',m herawati e pramono m kamal e ermawati,2019,0,SDG 2: Tanpa Kelaparan
analisis tentu wilayah blackspot celaka lintas jalan soekarnohatta lampung,https://scholar.google.com/scholar?q=+intitle:'analisis penentuan wilayah blackspot terjadinya kecelakaan lalu lintas di jalan soekarno-hatta lampung',ya ferdian r sulistyorini m karam,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
kesat keras kaku jalan tol retak lintang tengah jalan,https://scholar.google.com/scholar?q=+intitle:'kekesatan perkerasan kaku pada jalan tol dengan retak melintang pertengahan jalan',c niken r rainal m karam va noorhidana,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
kaji efektivitas rute layan brt koridor rajabasapanjang,https://scholar.google.com/scholar?q=+intitle:'kajian efektivitas rute layanan brt koridor rajabasa-panjang',s rahman s putra m karam r sulistyorini,2019,0,SDG 4: Pendidikan Berkualitas
analisa butuh ruang parkir kantor perintah kota bandar lampung,https://scholar.google.com/scholar?q=+intitle:'analisa kebutuhan ruang parkir kantor pemerintah kota bandar lampung',zzr putri,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
the working framework of religious conseling services to strengthen undergraduate gifted students mental as a powerful alternative strategy for achieveng academic success,https://scholar.google.com/scholar?q=+intitle:'the working framework of religious conseling services to strengthen undergraduate gifted students mental: as a powerful alternative strategy for achieveng academic success',y yusmansyah d utaminingsih m rosra re ardiyanto ca maharani,2019,0,SDG 4: Pendidikan Berkualitas
guna layan informasi biografi tokoh bimbing kelompok tingkat motivasi ajar,https://scholar.google.com/scholar?q=+intitle:'penggunaan layanan informasi biografi tokoh dalam bimbingan kelompok untuk meningkatkan motivasi belajar',a rofiqoturrohmah s dahlan d utaminingsih,2019,0,SDG 4: Pendidikan Berkualitas
relationship between the parenting pattern parents with discipline of students learning,https://scholar.google.com/scholar?q=+intitle:'relationship between the parenting pattern parents with discipline of students learning',ms saputri y yusmansyah d utaminingsih,2019,0,SDG 4: Pendidikan Berkualitas
relationship between parenting parents and student learning discipline,https://scholar.google.com/scholar?q=+intitle:'relationship between parenting parents and student learning discipline',ms saputri y yusmansyah d utaminingsih,2019,0,SDG 4: Pendidikan Berkualitas
analisis sistem dinamik usahatani tanam sayur lanjut bas kendali hama padu kabupaten tanggamus provinsi lampung,"https://scholar.google.com/scholar?q=+intitle:'analisis sistem dinamik usahatani tanam sayuran berkelanjutan berbasis pengendalian hama terpadu di kabupaten tanggamus, provinsi lampung'",rk sudiono s h sutjahyo n wijayanto p hidayat,2019,0,SDG 2: Tanpa Kelaparan
similarity test artikel the effectiveness of trichoderma spp against downy mildew disease of corn,https://scholar.google.com/scholar?q=+intitle:'similarity test artikel the effectiveness of trichoderma spp. against downy mildew disease of corn',j prasetyo s sudiono c ginting,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
tahan genotipe sorgum sorghum bicolor l moench sakit antraknosa colletotrichum graminicola sistem pola tanam beda,https://scholar.google.com/scholar?q=+intitle:'ketahanan beberapa genotipe sorgum (sorghum bicolor [l] moench) terhadap penyakit antraknosa (colletotrichum graminicola) pada dua sistem pola tanam berbeda',r agnes e efri ms had hm akin,2019,0,SDG 2: Tanpa Kelaparan
uji trichoderma spp lokasi kendali sakit bulai peronosclerospora sp tanam jagung,https://scholar.google.com/scholar?q=+intitle:'pengujian trichoderma spp. dari beberapa lokasi untuk mengendalikan penyakit bulai (peronosclerospora sp.) pada tanaman jagung',h pranata,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh phet simulation tingkat paham konsep fisika,https://scholar.google.com/scholar?q=+intitle:'pengaruh phet simulation terhadap peningkatan pemahaman konsep fisika',a aslinda e suyanto n maharta,2019,0,SDG 2: Tanpa Kelaparan
biofungisida kandung trichoderma asperellum curcuma longa kendali sakit bulai,https://scholar.google.com/scholar?q=+intitle:'biofungisida yang mengandung trichoderma asperellum dan curcuma longa sebagai pengendali penyakit bulai',a prasetyo,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
optimasi tumbuh saccharomyces cerevisiae fermentasi hasil tempe kandung betaglukan,https://scholar.google.com/scholar?q=+intitle:'optimasi pertumbuhan saccharomyces cerevisiae selama fermentasi untuk menghasilkan tempe dengan kandungan beta-glukan tinggi',s rizal murhadi me kustyawati u hasanudin,2019,0,SDG 15: Ekosistem Daratan
coculture anoxygenic photosynthetic bacteria with bacillus sp isolated from hanura beach against vibrio sp,https://scholar.google.com/scholar?q=+intitle:'co-culture anoxygenic photosynthetic bacteria with bacillus sp. isolated from hanura beach against vibrio sp',s sumardi s farisi cn ekowati sa oktalia,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
effects of magnetic fields and metal ions cu pb al and fe on growth of anoxygenic photosynthetic bacteria apb,"https://scholar.google.com/scholar?q=+intitle:'effects of magnetic fields and metal ions (cu, pb, al and fe) on growth of anoxygenic photosynthetic bacteria (apb)'",s farisi r agustrina,2019,0,SDG 14: Ekosistem Laut
isolasi karakterisasi bacillus sp proteolitik kumbang gerek buah kopi,https://scholar.google.com/scholar?q=+intitle:'isolasi dan karakterisasi bacillus sp. proteolitik dari kumbang penggerek buah kopi',u jih lutfi cn ekowati s sumardi e rosa,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh medan magnet ion logam cu pb al fe tumbuh bakteri fotosintetik anoksigenik bfa,"https://scholar.google.com/scholar?q=+intitle:'pengaruh medan magnet dan ion logam (cu, pb, al dan fe) terhadap pertumbuhan bakteri fotosintetik anoksigenik (bfa)'",s sumardi a rochmah f salman,2019,0,SDG 2: Tanpa Kelaparan
seleksi karakterisasi bacillus sp hasil antibakteri hambat vibrio sp kawasan hutan mangrove hanura,https://scholar.google.com/scholar?q=+intitle:'seleksi dan karakterisasi bacillus sp. penghasil antibakteri penghambat vibrio sp. dari kawasan hutan mangrove hanura',sayu oktalia,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
identification of vibrio sp causes vibriosis on white snapper lates calcarifer in ponds of balai ikan budidaya laut bbpbl lampung,https://scholar.google.com/scholar?q=+intitle:'identification of vibrio sp. causes vibriosis on white snapper (lates calcarifer) in ponds of balai besar perikanan budidaya laut (bbpbl) lampung',s sumardi el widiastuti f salman hs rakhmat,2019,0,SDG 2: Tanpa Kelaparan
pengaruh logam berat tumbuh pola spektra bakteri fotosintetik anoksigenik bfa,https://scholar.google.com/scholar?q=+intitle:'pengaruh logam berat terhadap pertumbuhan dan pola spektra bakteri fotosintetik anoksigenik (bfa)',s sumardi s farisi r agustrina e edelyn stephani salim,2019,0,SDG 2: Tanpa Kelaparan
pengaruh medan magnet ion logam cu pb al fe tumbuh bakteri fotosintetik anoksigenik bfa effects of magnetic fields and metal ions cu pb al and fe …,"https://scholar.google.com/scholar?q=+intitle:'pengaruh medan magnet dan ion logam (cu, pb, al dan fe) terhadap pertumbuhan bakteri fotosintetik anoksigenik (bfa) effects of magnetic fields and metal ions (cu, pb, al and fe …'",s sumardi f salman r agustrina y yunita,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
uji tantang bakteri bacillus kandidat probiotik in vitro bakteri vibrio harveyi sebab sakit udang,https://scholar.google.com/scholar?q=+intitle:'uji tantang bakteri bacillus kandidat probiotik secara in vitro terhadap bakteri vibrio harveyi penyebab penyakit pada udang',s sumardi cn ekowati f salman r oktavia,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
seleksi karakterisasi bacillus sp hasil enzim mananase hutan mangrove hanura kandidat probiotik,https://scholar.google.com/scholar?q=+intitle:'seleksi dan karakterisasi bacillus sp. penghasil enzim mananase dari hutan mangrove hanura sebagai kandidat probiotik',de rahmawati,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
challenging test of bacillus bacteria in vitro probiotic candidates for vibrio harvey bacteria causing shrimp disease,https://scholar.google.com/scholar?q=+intitle:'challenging test of bacillus bacteria in vitro probiotic candidates for vibrio harvey bacteria causing shrimp disease',sf sumardi c ekowati r oktavia,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
meta jejaring saing luas pasar industri kosmetik korea selatan saing pasar global 20132017,https://scholar.google.com/scholar?q=+intitle:'pemetaan jejaring persaingan dan perluasan pasar industri kosmetik korea selatan dalam persaingan pasar global tahun 2013-2017',n amalia,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
arif lokal agroforestri kopi dukung bijak konservasi tanah tanggamus,https://scholar.google.com/scholar?q=+intitle:'kearifan lokal agroforestri kopi dalam mendukung kebijakan konservasi tanah di tanggamus',l apriani c wulandari r qurniati sb yuwono,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
peran anak bantu kelola hutan masyarakat lampung barat,https://scholar.google.com/scholar?q=+intitle:'peran anak dalam membantu mengelola hutan kemasyarakatan di lampung barat',wn ade c wulandari r qurniati s bakri,2019,0,SDG 4: Pendidikan Berkualitas
wanita 79 acute generalized exanthematous pustulosis,https://scholar.google.com/scholar?q=+intitle:'wanita 79 tahun dengan acute generalized exanthematous pustulosis',a sukohar,2019,0,SDG 5: Kesetaraan Gender
pengaruh beri ekstrak umbi rumput teki cyperus rotundus l fetus tikus putih rattus novergicus,https://scholar.google.com/scholar?q=+intitle:'pengaruh pemberian ekstrak umbi rumput teki (cyperus rotundus l.) pada jumlah fetus tikus putih (rattus novergicus)',dm prabiwi h busman tu soleha aj wulan,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
regulation of integrin β3 protein secretion on implantation embryo of mouse mus musculus l induced by oil atsiri of purple nutsedge tubers cyperus rotundus l,https://scholar.google.com/scholar?q=+intitle:'regulation of integrin β3 protein secretion on implantation embryo of mouse (mus musculus l.) induced by oil atsiri of purple nutsedge tubers (cyperus rotundus l.)',h busman s farisi,2019,0,SDG 7: Energi Bersih dan Terjangkau
organprotective effect of red ginger extracts in male mice induced by paraquat,https://scholar.google.com/scholar?q=+intitle:'organ-protective effect of red ginger extracts in male mice induced by paraquat',k tsany s sutyarso m kanedi h busman,2019,0,SDG 15: Ekosistem Daratan
daya masyarakat deteksi kanker payudara camat metro selatan,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan masyarakat dalam deteksi kanker payudara di kecamatan metro selatan',m muhartono sm wijaya a sukohar,2019,0,SDG 15: Ekosistem Daratan
damping audit maternal perinatal kabupaten lampung timur,https://scholar.google.com/scholar?q=+intitle:'pendampingan audit maternal perinatal kabupaten lampung timur',a sukohar rdp sari s sutarto sm wijaya s suharyani a suryawinata,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
efek beri minyak buah merah turun parasitemia mencit infeksi plasmodium berghei,https://scholar.google.com/scholar?q=+intitle:'efek pemberian minyak buah merah pada penurunan parasitemia pada mencit yang diinfeksi dengan plasmodium berghei',es putri h mutiara jf suwandi,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
bahan campur masak nasi hasil nasi berantioksidan,https://scholar.google.com/scholar?q=+intitle:'bahan campuran untuk memasak nasi yang menghasilkan nasi berantioksidan tinggi',s udayana s asep n herdiana,2019,0,SDG 11: Kota dan Permukiman yang Berkelanjutan
association of triple negative breast cancer tnbc with brca1 mutation and ethnicity,https://scholar.google.com/scholar?q=+intitle:'association of triple negative breast cancer (tnbc) with brca-1 mutation and ethnicity',kaw permana may permana s nisa a sukohar,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
english for agribusiness edisi revisi,https://scholar.google.com/scholar?q=+intitle:'english for agribusiness edisi revisi',z abidin,2019,0,SDG 4: Pendidikan Berkualitas
karakteristik sosialekonomi tahu masyarakat isu ubah iklim degradasi lahan keanekaragaman hayati studi desa bayas jaya camat way …,"https://scholar.google.com/scholar?q=+intitle:'karakteristik sosial-ekonomi dan pengetahuan masyarakat terhadap isu perubahan iklim, degradasi lahan, dan keanekaragaman hayati: studi kasus di desa bayas jaya, kecamatan way …'",z abidin a mutolib,2019,0,SDG 15: Ekosistem Daratan
kaji implementasi atur menteri dagang nomor 57 2017 bandar lampung,https://scholar.google.com/scholar?q=+intitle:'kajian implementasi peraturan menteri perdagangan nomor 57 tahun 2017 di bandar lampung',fv saragih z abidin k murniati,2019,0,SDG 4: Pendidikan Berkualitas
antecedents and consequences of psychological empowerment and role clarity as an intervening variable,https://scholar.google.com/scholar?q=+intitle:'antecedents and consequences of psychological empowerment and role clarity as an intervening variable',n nurdiono f farichah l waspodo ds warganegara e mirfazli,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh beri thymoquinone histopatologi trakea tikus putih rattus norvegicus galur sprague dawley papar asap rokok,https://scholar.google.com/scholar?q=+intitle:'pengaruh pemberian thymoquinone terhadap histopatologi trakea tikus putih (rattus norvegicus) galur sprague dawley yang dipapar asap rokok',stn joen,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh beri minum ringan berkabonasi gambar histopatologi esofagus tikus putih rattus novergicus jantan galur sprague dawley,https://scholar.google.com/scholar?q=+intitle:'pengaruh pemberian minuman ringan berkabonasi terhadap gambaran histopatologi esofagus tikus putih (rattus novergicus) jantan galur sprague dawley',f rahayu m muhartono mg irianto,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
potensi metformin agen antikanker,https://scholar.google.com/scholar?q=+intitle:'potensi metformin sebagai agen anti-kanker',nmdp sari m yusran,2019,0,SDG 2: Tanpa Kelaparan; SDG 3: Kehidupan Sehat dan Sejahtera
proses mikroenkapsulasi buat beras siger ubi kayu makan derita diabetes,https://scholar.google.com/scholar?q=+intitle:'proses mikroenkapsulasi pembuatan beras siger dari ubi kayu sebagai makanan penderita diabetes',s subeki m muhartono p yuliandari,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh beri minum ringan berkabonasi gambar histopatologi esofagus tikus putih rattus norvegicus jantan galur sprague dawley,https://scholar.google.com/scholar?q=+intitle:'pengaruh pemberian minuman ringan berkabonasi terhadap gambaran histopatologi esofagus tikus putih (rattus norvegicus) jantan galur sprague dawley',f rahayu,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
housing condition as tuberculosis infection risk factor,https://scholar.google.com/scholar?q=+intitle:'housing condition as tuberculosis infection risk factor',dw wardani ep wahono,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
characteristics of laundry and detergent level mbas effluen laundry liquid waste in iringmulyo region,https://scholar.google.com/scholar?q=+intitle:'characteristics of laundry and detergent level (mbas) effluen laundry liquid waste in iringmulyo region',s choiriyah ig febryano ep wahono n nurcahyani jf suwandi,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
